ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID
453910,aka,yɛ a na menyɛ,"yɛ\\ta\\tná\\tme-n-yɛ","do\\t\\tFOC\\t1SG.SBJ-NEG-do",I just won't do it,,,
453911,aka,di a na m'andi,"di\\ta\\tná\\tm'-a-n-di","eat\\t\\tFOC\\t1SG.SBJ-PAST-NEG-eat",I just didn't eat,,,
453912,aka,kɔ a na m'ankɔ,"kɔ\\ta\\tná\\tm'-a-n-kɔ","go.ITV\\t\\tFOC\\t1SG.SBJ-PAST-NEG-go.ITV",I just did not go,,,
453913,aka,yɛ a na m'anyɛ,"yɛ\\ta\\tná\\tm'-a-n-yɛ","do\\t\\tFOC\\t1SG.SBJ-PAST-NEG-do",I just didn't do it,,,
453914,aka,Papa no bɛtɔn n'afuo anya sika atɔ kaa,"papa\\tno\\tbɛ-tɔn\\tn'-afuo\\ta-nya\\tsika\\ta-tɔ\\tkaa","man\\tDEF\\tFUT.H-sell\\t3SG.POSS-farm\\tINF-get\\tmoney.OBJ\\tINF-buy\\tcar",The man will sell his farm to get money to buy a car,,,
453915,aka,ɔtɔnn deɛn na nyaa sika tɔɔ kaa tu kwan,"ɔ-tɔn-n\\tdeɛn\\tnà\\tnya-a\\tsika\\ttɔ-ɔ\\tkaa\\ttu-u\\tkwan","3SG.SBJ-sell-PAST\\twhat\\tFOC\\tget-PAST\\tmoney.OBJ\\tbuy-PAST\\tcar.OBJ\\tfly-PAST\\tway",He sold what to get money to buy a car and travel?,,,
453916,aka,ɔyɛɛ deɛn na nyaa sika tɔɔ kaa tuu kwan,"ɔ-yɛ-ɛ\\tdeɛn\\tnà\\tnya-a\\tsika\\ttɔ-ɔ\\tkaa\\ttu-u\\tkwan","3SG.SBJ-do-PAST\\twhat\\tFOC\\tget-PAST\\tmoney.OBJ\\tbuy-PAST\\tcar.OBJ\\t-PAST\\tway",He did what to get money to buy a car and travel?,,,
453917,aka,sɛ mere kasa na sɛ wontie a,"sɛ\\tme-re\\tkasa\\tnà\\tsɛ\\two-n-tie\\ta","if.COND\\t1SG.SBJ-PROG\\tspeak\\tCONJ\\tCOND\\t2SG.SBJ-NEG-listen\\tREL",If I am talking and you will not listen,,,
453918,aka,mekae sɛ,"me-kae\\tsɛ","1SG.SBJ-remember\\tthat",I remember that,,,
453919,aka,ɛyɛ hu sɛ,"ɛ-yɛ\\thu\\tsɛ","3SG.SBJ-be\\tdangerous\\tthat",It is as dangerous as,,,
453920,aka,ɔso sɛ ne wɔfa,"ɔ-so\\tsɛ\\tne\\twɔfa","3SG-be.big\\t\\t3SG.POSS\\tuncle",He is as big as his uncle,,,
453921,aka,ɔ anka sɛ ɔaba,"ɔ\\ta-n-ka\\tsɛ\\tɔ-a-ba","3SG.SBJ\\tPRF-NEG-say\\t\\t3SG.SBJ-PRF-come",He did not say that s(he) had come,,,
453922,aka,me hwehwɛ sɛ anka obiara fir ha,"me\\thwehwɛ-hwe\\tsɛ\\tanka\\tobiara\\tfir\\tha","1SG.SBJ\\twish-REDP\\tthat\\t\\teveryone.INDEF\\tleave\\there.DXS.APPROX",I would have wished that everyone would leave here,,,
453923,aka,me mpɛ ataadeɛ ɛhyɛ,"me\\tm-pɛ\\tataade-ɛ\\tɛ-hyɛ","1SG.SBJ\\tNEG-like\\t-PAST\\tGER-wear",I do not like wearing clothes,,,
453924,aka,Me pɛ ne sɛ mennom nsaden,"me\\tpɛ\\tne\\tsɛ\\tme-n-nom\\tnsa-den","1SG.SBJ\\tlike.HAB\\tis\\tthat\\t1SG.SBJ-NEG-drink\\tdrink-strong",I prefer not to drink spirits,,,
453925,aka,Me nkoara na ɔdɔ me,"me\\tnko-ara\\tna\\tɔ-dɔ\\tme","me.1SG.OBJ\\tonly-FOC\\tFOC\\t3SG.SBJ-love\\t1SG.OBJ",I am the only person she loves,,,
453926,aka,Kofi te ha,"kofi\\tte\\tha","Kofi.SBJ\\topen\\there.DXS.APPROX",,,,
453927,aka,Kofi nte ha,"kofi\\tn-te\\tha","Kofi.SBJ\\tNEG-Live\\tHere",Kofi does not live here,,,
453928,aka,Kofi dii aduane no,"kofi\\tdi-i\\taduane\\tno","K.SBJ\\teat-PAST\\tfood.OBJ\\tDEF",Kofi ate the food,,,
453929,aka,Ataadeɛ no da mpa no so,"ataadeɛ\\tno\\tda\\tmpa\\tno\\tso","dress.SBJ\\tDEF\\tlie\\tbed\\tDEF\\ton.OBJ",The dress is on the the bed,,,
453930,aka,Ernest bɛ-tɔ ataadeɛ ama Ama,"ernest\\tbɛ-tɔ\\tataadeɛ\\ta-ma\\tama","SBJ\\twill.FUT.H-buy\\tdress.OBJ\\tINF-give\\tama.OBJ",Ernest will buy a dress for Ama,,,
453931,aka,Ernest tɔɔ ataadeɛ maa Ama,"ernest\\ttɔ-ɔ\\tataadeɛ\\tma-a\\tama","SBJ\\tbuy-PAST\\tdress.OBJ\\tgive-PAST\\tama.OBJ",Ernest bought a dress for Ama,,,
453932,aka,Agyekum da,"agyekum\\tda","SBJ\\tsleep",Agyekum sleeps,,,
453933,aka,Ernest bɛtɔ ataadeɛ ama Ama,"ernest\\tbɛ-tɔ\\tataadeɛ\\ta-ma\\tama","SBJ\\twill.FUT.H-buy\\tdress.OBJ\\tINF-give\\tSBJ",Ernest will buy a dress for Ama,,,
453934,aka,Ernest ntɔ ataadeɛ mma Ama nhyɛ,"ernest\\tn-tɔ\\tataadeɛ\\tm-ma\\tama\\tn-hyɛ","SBJ\\tNEG-buy\\tdress.OBJ\\tNEG-give\\tOBJind\\tNEG-wear",Ernest will not buy a dress for ama to wear,,,
453935,aka,Agyekum fa sekan twa nam we,"agyekum\\tfa\\tsekan\\ttwa\\tnam\\twe","SBJ\\ttake\\tcutlass.OBJ\\tcut\\tmeat.OBJ\\tchew",Agyekum takes a knife to cut meat and chew,,,
453936,aka,Agyekum maa Akua sekan twaa nam wee,"Agyekum\\tma-a\\takua\\tsekan\\ttwa-a\\tnam\\twe-e","\\tgive-PAST\\tOBJind\\tcutlass.OBJ\\tcut-PAST\\tmeat.OBJ\\tchew-PAST",Agyekum gave Akua a knife for her to cut meat to chew,,,
453937,aka,Agyekum faa  sekan twaa nam wee,"agyekum\\tfa-a\\tsekan\\ttwa-a\\tnam\\twe-e","SBJ\\ttake-PAST\\tcutlass\\tcut-PAST\\tmeat.OBJ\\tchew-PAST",Agyekum took a knife to cut meat and chewed it,,,
453938,aka,Tyson de twɛdeɛ bɔɔ Holyfield ani,"tyson\\tde\\ttwɛdeɛ\\tbɔ-ɔ\\tholyfield\\tani","\\tuse\\tblow\\thit-PAST\\tOBJ\\ttop",Tyson hit Holyfield's eyes with a blow,,,
453939,aka,ɔanka sɛ ɔaba,"ɔ-a-n-ka\\tsɛ\\tɔ-a-ba","3SG.SBJ-PAST-NEG-say\\tthat\\t3SG.SBJ-PRF-come",He did not say he had come,,,
453940,aka,mepɛ sɛ obiara firi ha,"me-pɛ\\tsɛ\\tobiara\\tfiri\\tha","1SG-like\\tCONJ\\teveryone\\tleave\\there.DXS.APPROX",I want everyone to leave here,,,
453941,aka,ɔpanin ka na sɛ woantie a ɛyɛ musuo,"ɔpanin\\tka\\tnà\\tsɛ\\two-a-n-tie\\ta\\tɛ-yɛ\\tmusuo","elder\\tsay\\tFOC\\tCOND\\t2SG-PAST-NEG-listen\\tREL\\t3SG.INANIM-be\\tabomination","If an elder say and you do not listen, it is an abomination",,,
453942,aka,sɛ ɔpanin ka na woantie a ɛyɛ musuo,"sɛ\\tɔpanin\\tka\\tnà\\two-a-n-tie\\ta\\tɛ-yɛ\\tmusuo","COND\\telder\\tsay\\t\\t2SG.SBJ-PAST-NEG-listen\\tCOND\\t3SG.INANIM-be\\tabomination","If an elder talks and you did not listen, it is an abomination",,,
453943,aka,anka me hwehwɛ sɛ obiara firi,"anka\\tme\\thwehwɛ\\tsɛ\\tobiara\\tfiri","IRR\\t1SG.SBJ\\tlook.for.REDP\\tthat\\teveryone.INDEF\\tleave",I would have wished for everyone to leave,,,
453944,aka,me rese no sɛ ɔkɔɔ fie,"me\\tre-se\\tno\\tsɛ\\tɔ-kɔ-ɔ\\tfie","1SG.SBJ\\tPROG-tell\\t3SG.OBJ\\tthat\\t3SG.SBJ-go.ITV-PAST\\thome",I am telling him s/he went home,,,
453945,aka,bɔ a na mɛbɔ bɔɔlo,"bɔ\\ta\\tná\\tm-ɛ-bɔ\\tbɔɔlo","play\\tREL\\tFOC\\tI.1SG.SBJ-will.FUT.H-play\\tball",It is football I will play (no matter what),,,
453946,aka,sɛ ɔadi a anka me kɔe,"sɛ\\tɔ-a-di\\ta\\tanka\\tme\\tkɔ-e","COND\\t3SG.SBJ-PRF-eat\\t\\tIRR\\t1SG.SBJ\\tgo.ITV-PAST",I would have gone if he had eaten,,,
453947,aka,bɔɔlo a na mepɛ sɛ mebɔ,"bɔɔlo\\ta\\tnà\\tme-pɛ\\tsɛ\\tme-bɔ","ball\\tREL\\tFOC\\t1SG.SBJ-like.JUSS\\tthat\\t1SG.SBJ-play",football is what I want to play,,,
453948,aka,bɔɔlo bɔ a na mepɛ sɛ mebɔ,"bɔɔlo\\tbɔ\\ta\\tná\\tme-pɛ\\tsɛ\\tme-bɔ","ball\\tplay\\tREL\\tFOC\\t3SG.SBJ-like.JUSS\\tthat\\t3SG.SBJ-play",intended meaning: I really want to play football,,,
453949,aka,kofi retutu fam,"kofi\\tre-tu-tu\\tfam","Kofi.SBJ\\tPROG-dig-REDP\\tfloor.OBJ",Kofi is digging the ground,,,
453950,aka,Malin asisi adan beberee,"malin\\ta-si-si\\ta-dan\\tbeberee","malin.SBJ\\tPRF-build-REDP\\tPL-house\\tmany",Malin has built a lot of houses,,,
453951,aka,Ama retoto nam,"ama\\tre-to-to\\tnam","ama.SBJ\\tPROG-roast-REDP\\tmeat.OBJ",Ama is roasting meat,,,
453952,aka,Kofi ne Ama baa ha,"kofi\\tne\\tama\\tba-a\\tha","Kofi.SBJ\\t\\tama.SBJ\\tcome-PAST\\there.DXS.APPROX",Kofi and Ama came here,,,
453953,aka,Ernest kɔɔ Ghana kɔ waree,"ernest\\tkɔ-ɔ\\tghana\\tkɔ\\tware-e","SBJ\\tgo.ITV-PAST\\t\\tgo.ITV\\tmarry-PAST",Ernest went to Ghana to marry,,,
453954,aka,Papa no kaa nokware no kyerɛɛ ɔsɔfo no,"papa\\tno\\tka-a\\tnokware\\tno\\tkyerɛ-ɛ\\tɔsɔfo\\tno","man.SBJ\\tDEF\\tsay-\\ttruth.OBJ\\tDEF\\tshow-PAST\\tpastor.OBJind\\tDEF",The man told the truth to the pastor,,,
453955,aka,Ernest kɔɔ Ghana kɔ waree de ne yere baa Norway,"ernest\\tkɔ-ɔ\\tghana\\tkɔ\\tware\\tde\\tne\\tyere\\tba-a\\tnorway","SBJ\\tgo.ITV-PAST\\t\\tgo.ITV\\tmarry\\ttake\\this.3SG\\twife.SBJ\\tcome-PAST\\t",Ernest went to Ghana to marry and brought his wife to Norway,,,
453956,aka,mɛyɛ adwuma anya sika atɔ akokɔ anoa awe amee ada asɔre akɔ asɔre akɔbɔ mpae,"m-ɛ-yɛ\\tadwuma\\ta-nya\\tsika\\ta-tɔ\\takokɔ\\ta-noa\\ta-kye\\ta-we\\ta-mee\\ta-da\\ta-sɔre\\ta-kɔ\\tasɔre\\ta-kɔ-bɔ\\tmpae","1SG.SBJ-will.FUT.H-do\\twork\\tCONS-get\\tmoney.OBJ\\tCONS-buy\\tchicken.OBJ\\tCONS-cook\\tCONS-fry\\tCONS-chew\\tCONS-to_be_satisfied\\tCONS-sleep\\tCONS-get_up\\tCONS-go.ITV\\tchurch\\tCONS-go.ITV-say\\tprayer","I will work to get money to buy chicken and cook it, fry it and chew it and get satisfied and sleep, wake up and go to church to pray",,,
453957,aka,Ama faa sekan dɔɔ afuo no mu,"ama\\tfa-a\\tsekan\\tdɔ-ɔ\\tafuo\\tno\\tmu","SBJ\\ttake-PAST\\tcutlass\\tweed-PAST\\tfarm.OBJ\\tDEF\\tinside",Ama took a cutlass and weeded the farm,,,
453958,aka,ɔkyerɛma no bɔ twenee to nnwom,"ɔkyerɛma\\tno\\tbɔ\\ttwenee\\tto\\tnnwom","Drummer.SBJ\\tDEF\\tplay\\tdrum.OBJ\\tsing\\tsong.OBJ",The drummer plays the drum and sing,,,
453959,aka,Ernest kɔɔ Ghana na kɔ waree,"ernest\\tkɔ-ɔ\\tghana\\tna\\tkɔ\\tware-e","SBJ\\tgo.ITV-PAST\\t\\tL\\tgo.ITV\\tmarry-PAST",Ernest went to Ghana and got married,,,
453960,aka,Kofi afa sika no kɔ,"kofi\\ta-fa\\tsika\\tno\\tkɔ","SBJ\\tPRF-take\\tmoney.OBJ2\\tDEF\\tgo.ITV",Kofi has taken the money and gone,,,
453961,aka,kofi huri faa sika no,"kofi\\thuri\\tfa-a\\tsika\\tno","SBJ\\tjump\\ttake-PAST\\tmoney.OBJ\\tDEF",Kofi jumped and took the money,,,
454150,aka,papa no kasa yie,"papa\\tno\\tkasa\\tyie","man.SBJ\\tDEF\\tspeak\\twell",the man speaks well,,,
454151,aka,Ama yɛ din,"ama\\tyɛ\\tdin","Ama.SBJ\\tis\\tquiet",Ama is quiet,,,
454152,aka,Papa no kasa kyerɛ ne mma,"papa\\tno\\tkasa\\tkyerɛ\\tne\\tm-ma","man.SBJ\\tDEF\\tspeak\\tshow\\tPOSS.3SG\\tPL-child",The man advises his children,,,
454153,aka,Maame no dɔ papa,"maame\\tno\\tdɔ́\\tpapa","woman.SBJ\\tDEF\\tweed\\twell",the woman weeds well,,,
454154,aka,Maame no dɔ ne ba,"maame\\tno\\tdɔ̀\\tne\\tba","woman.SBJ\\tDEF\\tlove\\tPOSS.3SG\\tchild.OBJ",the woman loves her child,,,
454155,aka,Abɔfra no tee yaw,"Abɔfra\\tno\\tte-e\\tyaw","child.SBJ\\tDEF\\tfeel-PAST\\tpain.OBJ",The child felt the pain,,,
454156,aka,me nua no kɔɔ efie hɔ ɛnora,"me\\tnua\\tno\\tkɔ-ɔ\\tefie\\thɔ\\tɛnora","1SG.SBJ\\tbrother\\tDEF\\tgo.ITV-PAST\\thouse.OBJ\\tthere\\tyesterday",My brother went to the house yesterday,,,
454157,aka,Afia abo Abɔfra no,"afia\\ta-bo\\tAbɔfra\\tno","Afia.SBJ\\tPRF-beat\\tchild.OBJ\\tDEF",Afia has beaten the child,,,
454158,aka,kwame de nkosua no sii ɛdan no mu,"kwame\\tde\\tn-kosua\\tno\\tsi-i\\tɛdan\\tno\\tmu","Kwame.SBJ\\ttake\\tPL-egg.OBJ\\tDEF\\tput-PRF\\troom\\tDEF\\tinside.LOC",kwame put the eggs inside the room,,,
454159,aka,Adwoa de efie no kyɛɛ ama,"adwoa\\tde\\tefie\\tno\\tkyɛ-ɛ\\tama","Adwoa.SBJ\\ttake\\thouse.OBJ\\tDEF\\tgive-PAST\\tAma.OBJind",Adwoa gave the house as a gift to Ama,,,
454160,aka,mpenatwe yɛ sen awareɛ,"mpenatwe\\tyɛ\\tsen\\tawareɛ","dating\\tgood\\tthan.CMPR\\tMarriage",Dating is better than marriage,,,
454161,aka,Ama yare,"ama\\tyare","Ama.SBJ\\tsick",Ama is sick,,,
454162,aka,Kwame tuu mankane sensen noa dii,"kwame\\ttu-u\\tmankane\\tsensene\\tnoa\\tdi-i","Kwame.SBJ\\tuproot-PAST\\tcocoyam.OBJ\\tpeel\\tcook\\teat-PAST","Kwame uprooted cocoyam, peeled, cooked and ate it.",,,
454163,aka,Tikya no maa sukuufoɔ no nwoma suae,"tikya\\tno\\tma-a\\tsukuu-foɔ\\tno\\tnwoma\\tsua-e","teacher.SBJ\\tDEF\\tgive-PAST\\tschool.OBJ-NMLZ.PL\\tDEF\\tbook.OBJ\\tstudy-PAST",The teacher gave the students books to study,,,
454164,aka,me wɔ buuku,"me\\twɔ\\tbuuku","SBJ.1SG\\thave\\tbook.OBJ",i have a book,,,
454165,aka,papafoɔ no pia me too fɔm,"papa-foɔ\\tno\\tpia-a\\tme\\tto-o\\tfɔm","man.SBJ-NMLZ.PL\\tDEF\\tpush-PAST\\tOBJ.1SG\\tfall-PAST\\tdown.DIR",the men pushed me down,,,
454166,aka,merekɔ da,"me-re-kɔ\\tda","SBJ.1SG-PROG-go.ITV\\tsleep",i am going to sleep,,,
454167,aka,ɔdwene yie,"ɔ\\tdwene\\tyie","he.SBJ.3SG\\tthink\\ta_lot",he thinks a lot,,,
454168,aka,Adwoa reyɛ abɛ,"adwoa\\tre-yɛ\\tabɛ","adwoa.SBJ\\tPROG-make\\tpalm.OBJ",Adwoa is making palm oil,,,
454169,aka,Adwoa redua aburo,"adwoa\\tre-dua\\taburo","Adwoa.SBJ\\tPROG-plant\\tcorn.OBJ",Adwoa is planting corn,,,
454170,aka,Ama de adwenepa yii sika maa yarifoɔ no,"ama\\tde\\tadwene-pa\\tyi-i\\tsika\\tma-a\\tyari-foɔ\\tno","Ama.SBJ\\ttake\\tthought.OBJ-good.ADJ>N\\tremove-PAST\\tmoney.OBJ\\tgive-PAST\\tsick.OBJ-NMLZ.PL\\tDEF",Ama gave money to the sick with good intentions,,,
454171,aka,Kwame bɔɔ bɔɔlɔ,"kwame\\tbɔ-ɔ\\tbɔɔlɔ","Kwame.SBJ\\tplay-PAST\\tfootball.OBJ",Kwame played football,,,
454172,aka,ɛfɔm awoso,"ɛfɔm\\ta-woso","ground.SBJ\\tPRF-shake",the ground has shaken,,,
454173,aka,ɛfɔm yɛ mmrɛ,"ɛfɔm\\tyɛ\\tmmrɛ","ground.SBJ\\tis\\tsoft.COMPL",the ground is soft,,,
454174,aka,n'aso yɛ den,"n-aso\\tyɛ\\tden","POSS.3SG-ears\\tis\\thard",he is stubborn,,,
454175,aka,me bo fono me,"me\\tbo\\tfono\\tme","POSS.1SG\\theart\\tnauseat\\tOBJ.3SG",I feel nauseated,,,
454176,aka,aduane no afono me,"aduane\\tno\\ta-fono\\tme","food.SBJ\\tDEF\\tPRF-nauseate\\t1SG.OBJ",the food has nauseated me/ I have lost appitite in the food,,,
454177,aka,kwame apie,"kwame\\ta-pie","Kwame.SBJ\\tPRF-go_out",kwame has gone out,,,
454178,aka,ɔte dua no ase,"ɔ-te\\tdua\\tno\\tase","3SG.SBJ-sit\\ttree\\tDEF\\tunder",He is sitting under the tree,,,
454179,aka,Kofi ka kaa,"kofi\\tka\\tkaa","Kofi.SBJ\\tdrive\\tcar.OBJ",Kofi drives a car,,,
454180,aka,Ama asi ataade no,"ama\\ta-si\\tataade\\tno","Ama.SBJ\\tPRF-wash\\tdress.OBJ\\tDEF",Ama has washed the dress,,,
454181,aka,ɛmo no yɛ kilo (e)num,"ɛmo\\tno\\tyɛ\\tkilo\\tnum","rice.SBJ\\tDEF\\tis\\tkg\\tfive",the rice is five kg,,,
454182,aka,Papa no rehata kookoo,"papa\\tno\\tre-hata\\tkookoo","man.SBJ\\tDEF\\tPROG-dry\\tcocoa.OBJ",the man is drying cocoa,,,
454183,aka,Maame no rewɔ fufuo,"maame\\tno\\tre-wɔ\\tfufuo","woman.SBJ\\tDEF\\tPROG-pound\\tfufu.OBJ",the woman is pounding fufu,,,
454184,aka,Kwame de kaa no apie kɔ asɔre,"kwame\\tde\\tkaa\\tno\\ta-pie\\tkɔ\\tasɔre","Kwame.SBJ\\tuse\\tcar.OBJ\\tDEF\\tPRF-go_out\\tgo.ITV\\tchurch.OBJ",kwame has gone out with the car to church,,,
454185,aka,Ama bɛfa safoa no abue dan no,"ama\\tbɛ-fa\\tsafoa\\tno\\ta-bue\\tdan\\tno","Ama.SBJ\\tFUT.H-take\\tkey.OBJ\\tDEF\\tCONS-open\\troom.OBJ\\tDEF",Ama will take the key to open the room/door,,,
454186,aka,Ama tɔɔ ntoma maa ne nua,"ama\\ttɔ-ɔ\\tntoma\\tma-a\\tne\\tnua","Ama.SBJ\\tbuy-PAST\\tcloth.OBJ\\tgive-PAST\\tPOSS.3SG\\tsibling.OBJind",Ama bought a cloth for her sibling,,,
454187,aka,Maame no too nneɛma no guu mpa no so,"maame\\tno\\tto-o\\tnneɛma\\tno\\tgu-u\\tmpa\\tno\\tso","woman.SBJ\\tDEF\\tthrow-PAST\\tthings.OBJ\\tDEF\\tput-PAST\\tbed.OBJ\\tDEF\\ton.LOC",the woman threw the things on the bed,,,
454188,aka,Papa no kasa yie,"papa\\tno\\tkasa\\tyie","man.SBJ\\tDEF\\tspeak\\twell",The man speaks well,,,
454189,aka,Ama yɛ din,"ama\\tyɛ\\tdin","Ama\\tis\\tquiet.COMPL",Ama is a quiet person,,,
454190,aka,Papa no kasa kyerɛ ne mma,"papa\\tno\\tkasa\\tkyerɛ\\tne\\tm-ma","man.SBJ\\tDEF\\tspeak\\tshow\\t3SG.POSS\\tPL-child",The man speaks to his children,,,
454191,aka,Maame no dɔ papa,"maame\\tno\\tdɔ̀\\tpapa\\tno","woman.OBJ\\tDEF\\tlove\\tman.OBJ\\tDEF",The woman loves the man,,,
454192,aka,me nua no kɔɔ efie ho enora,"me\\tnua\\tno\\tkɔ-ɔ\\tefie\\tho\\tenora","1SG.POSS\\tsibling.SBJ\\tDEF\\tgo.ITV-PAST\\thouse.OBJ\\tthere\\tyesterday",my sibling went to the house yesterday,,,
454193,aka,Afia abo abofra no,"afia\\ta-bo\\tabofra\\tno","SBJ\\tPRF-beat\\tchild.OBJ\\tDEF",Afua has beaten the child,,,
454194,aka,kwame de nkosua no sii edan no mu,"kwame\\tde\\tn-kosua\\tno\\tsi-i\\tɛdan\\tno\\tmu","Kwame.SBJ\\tuse\\tPL-egg.OBJ\\tDEF\\tput-PAST\\troom\\tDEF\\tinside.LOC",Kwame kept the eggs in the room,,,
454195,aka,Adwoa de edie no kyɛɛ ama,"adwoa\\tde\\tataade\\tno\\tkyɛ-ɛ\\tama","adwoa.SBJ\\tuse\\tdress.OBJ\\tDEF\\tgive-PAST\\tAma.OBJind",Adwoa gave the dress to Ama,,,
454196,aka,awareɛ yɛ sene mpenatwee,"awareɛ\\tyɛ\\tsene\\tmpenatwee","Marriage.SBJ\\tgood\\tthan.CMPR\\tdating.OBJ",Marriage is better than dating,,,
454197,aka,Ama yare,"ama\\tyare","Ama.OBJ\\tsick",Ama is sick,,,
454198,aka,Kwame tuu mankane sensen noa dii,"kwame\\ttu-u\\tmankani\\tsensen\\tnoa\\tdi-i","Kwame.SBJ\\tuproot-PAST\\tcocoyam.OBJ\\tpeeled\\tcook\\teat-PAST","Kwame uproated cocoyam, cooked and ate it",,,
454199,aka,Tikya no maa sukuufoɔ no nwoma suae,"tikya\\tno\\tma-a\\tsukuu-foɔ\\tno\\tnwoma\\tsua-e","teacher.SBJ\\tDEF\\tgive-PAST\\tschool-NMLZ.PL\\tDEF\\tbook.OBJ\\tlearn-PAST",The teacher gave the students book to learn,,,
454200,aka,me wɔ buuku,"me\\twɔ\\tbuuku","me.1SG.SBJ\\thave\\tbook.OBJ",I have a book,,,
454201,aka,papafoɔ no pia me too fɔm,"papa-foɔ\\tno\\tpia-a\\tme\\tto-o\\tfɔm","man-PL.ASS\\tDEF\\tpush-PAST\\tOBJ.1SG\\tthrow-PAST\\tground.LOC",The men pushed me to the ground,,,
454202,aka,me rekɔ da,"me\\tre-kɔ\\tda","1SG.SBJ\\tPROG-go.ITV\\tsleep.V>N",I am going to sleep,,,
454203,aka,ɔdwene yie,"ɔ-dwene\\tyie","3SG.SBJ-think\\twell","He\\she thinks a lot",,,
454204,aka,Adwoa reyi abɛ,"adwoa\\tre-yi\\tabɛ","adwoa.SBJ\\tPROG-remove\\tpalm_nut.OBJ",Adwoa is removing palm nut,,,
454205,aka,Adwoa redua aburo,"adwoa\\tre-dua\\taburo","adwoa.SBJ\\tPROG-plant\\tcorn.OBJ",Adwoa is planting corn,,,
454206,aka,Ama de adwenepa yii sika maa yarifoɔ no,"ama\\tde\\tadwene-pa\\tyi-i\\tsika\\tma-a\\tyari-foɔ\\tno","ama\\tuse\\tbrain-good\\tremove-PAST\\tmoney.OBJ\\tgive-PAST\\tsick-PL.ASS\\tDEF","Ama, out of goodwill gave money to the sick person",,,
454207,aka,ɔte aduane panpane,"ɔ-te\\taduane\\tpanpane","3SG.SBJ-smell\\tfood.OBJ\\taroma.OBJ",s/he smells the aroma of the food,,,
454208,aka,ɛsoro ɛbiri tuum,"ɛsoro\\tɛ-biri\\ttuum","sky.SBJ\\tPRF-darken\\tblack",the sky has darkened black,,,
454209,aka,me nam w'adwuma mu ɛkɔ sukuu,"me\\tnam\\tw'-adwuma\\tmu\\tɛ-kɔ\\tsukuu","1SG.SBJ\\twalk\\t2SG.POSS-workplace\\tinside.OBJ\\t3SG-go.ITV\\tschool.OBJ",I walk by your work place on my way to school,,,
454210,aka,abɔfra no asɛe akonwa no,"abɔfra\\tno\\ta-sɛe\\takonwa\\tno","child.SBJ\\tDEF\\tPRF-spoil\\tchair.OBJ\\tDEF",The child has spoilt the chair,,,
454211,aka,Akonwa no asɛe,"akonwa\\tno\\ta-sɛe","chair.SBJ\\tDEF\\tPRF-spoil",The chair is spoilt,,,
454212,aka,mframa bɔe,"mframa\\tbɔ-e","wind.SBJ\\tblow-PAST",The wind blew,,,
454213,aka,Adwoa de egya no hyee nam no,"adwoa\\tde\\tegya\\tno\\thye-e\\tnam\\tno","A.SBJ\\ttake\\tfire.OBJ\\tDEF\\tburn-PAST\\tmeat.OBJ\\tDEF",Adwoa burnt the meat with the fire,,,
454214,aka,mframa no bɔɔ abɔfra no tɔɔ nsuo mu,"mframa\\tno\\tbɔ-ɔ\\tabɔfra\\tno\\tto-o\\tnsuo\\tmu","wind.SBJ\\tDEF\\tblow-PAST\\tchild.OBJ\\tDEF\\tput-PAST\\twater\\tinside.DIR",The wind blew the child into the water,,,
454215,aka,Kweku too ɛboɔ no bɔɔ akokɔ no,"kweku\\tto-o\\tɛboɔ\\tno\\tbɔ-ɔ\\takokɔ\\tno","Kweku.SBJ\\tthrow-PAST\\tstone.OBJ\\tDEF\\thit-PAST\\tchicken.OBJind\\tDEF",Kwame threw the stone to hit the chicken,,,
454216,aka,Adwoa faa sika no kɔɔ sukuu,"adwoa\\tfa-a\\tsika\\tno\\tkɔ-ɔ\\tsukuu","Adwoa.SBJ\\ttake-PAST\\tmoney.OBJ\\tDEF\\tgo.ITV-PAST\\tschool",Adwoa took the money to school,,,
454217,aka,Adwoa noa nam,"adwoa\\tnoa\\tnam","Adwoa.SBJ\\tcook\\tmeat.OBJ",Adwoa cooks meat,,,
454218,aka,Kofi atɔ dan no,"kofi\\ta-tɔ\\tdan\\tno","Kofi.SBJ\\tPRF-buy\\thouse.OBJ\\tDEF",Kofi has bought the house,,,
454609,aka,Mansa bεpɔn ne ho afi adepam mu afe yi.,"mansa\\tbε-pɔn\\tne\\tho\\ta-fi\\tadepam\\tmu\\tafe\\tyi","mansa.SBJ\\tFUT.H-close\\t3SG.POSS\\tbosy.REFL\\tCONS-come.out\\tdressmaking\\tinside\\tyear\\tthis.DEF",Mansah will finish and come out of dressmaking this year.,,,
454610,aka,"ndanwɔtwe nan, ndafua aduonu nwɔtwe","n-da-nwɔtwe\\tnan\\tn-da-fua\\ta-du-o-nu\\tnwɔtwe","PL-day-eight\\tfour\\tPL-day-whole\\tNMLZ-ten-x-two\\teight",a month is a unit of time and consists of approximately 28 days,,,
454611,aka,bere ahorow dumbienu a εka bɔ mu yε afe baako,"bere\\tahorow\\tdu-mbienu\\ta\\tε-ka\\tbɔ\\tmu\\tyε\\ta-fe\\tbaako","time\\tkinds.x\\tten-two\\tREL\\t3P.SG.SBJ-touch\\thit\\tinside\\tmake\\tSG-year\\tone",A year consists out of 12 month ,,,
